Record Group,Series,Series Name,Contents,Barcode,Notes
9225,006,George Caley Genealogical Research Files,Adams - Sussex County,514561,2 folders
9225,002,Conrad - Tatnall Genealogy,"Adams , Truitt",409469,
9225,006,George Caley Genealogical Research Files,Ake,514561,
9225,006,George Caley Genealogical Research Files,Albany,514561,
9225,006,George Caley Genealogical Research Files,Albright - Albrechts,514561,
9225,006,George Caley Genealogical Research Files,Alderson - Register Genealogy,514561,
9225,006,George Caley Genealogical Research Files,Alexander,514561,
9225,006,George Caley Genealogical Research Files,Alexander & Price,514561,
9225,002,Conrad - Tatnall Genealogy,Allee,409469,
9225,006,George Caley Genealogical Research Files,Allee,514562,9 folders
9225,001,Family Genealogies,Allee,409471,
9225,006,George Caley Genealogical Research Files,Allee/Alyea,514561,9  folders
9225,006,George Caley Genealogical Research Files,"Allison, Elizabeth",514562,
9225,001,Family Genealogies,"Alrich, Alricks",409471,
9225,002,Conrad - Tatnall Genealogy,Alricks,409469,
9225,001,Family Genealogies,"Alricks & land records, Baynard, Bostwick, Cardeen, Davis, Draper, Fisher, Freeman, Laws, Layton, Lindale, Luff, Marim, Parker, Polk, Reed, Tilney, Wharton",409471,labeled folder #1
9225,006,George Caley Genealogical Research Files,America - Millis - Caldwell - Price,514562,
9225,006,George Caley Genealogical Research Files,Anderson,514562,
9225,001,Family Genealogies,Anderson,409471,3 folders
9225,006,George Caley Genealogical Research Files,Anderson - Musgrove - McVey,514562,
9225,006,George Caley Genealogical Research Files,"Anderson, George",514562,
9225,006,George Caley Genealogical Research Files,"Anthony, Mary",514562,
9225,006,George Caley Genealogical Research Files,Appleby - Hoffecker,514562,
9225,006,George Caley Genealogical Research Files,Appleton,514562,
9225,006,George Caley Genealogical Research Files,Arrants,514562,
9225,006,George Caley Genealogical Research Files,"Asbury, Francis",514562,
9225,006,George Caley Genealogical Research Files,Ashcraft,514562,
9225,006,George Caley Genealogical Research Files,Aspendale - Downs Family,514562,
9225,001,Family Genealogies,"Atkins, Adkins",409471,
9225,001,Family Genealogies,Atwater,409471,
9225,006,George Caley Genealogical Research Files,Aurellius,514562,
9225,002,Conrad - Tatnall Genealogy,Aydellotte,409469,
9225,001,Family Genealogies,Ayres and allied families,409471,
9225,006,George Caley Genealogical Research Files,Bacon,514563,
9225,001,Family Genealogies,"Badley, Bradley",409471,
9225,006,George Caley Genealogical Research Files,"Bailey, Mason",514563,
9225,006,George Caley Genealogical Research Files,"Bailey, Thomas D.",514563,
9225,000,McCurdy Genealogy,"Bainum, Baynum, Banum, Bennam, Bainham, Bayham",409485,
9225,006,George Caley Genealogical Research Files,Baker,514563,
9225,006,George Caley Genealogical Research Files,Baldwin,514563,
9225,001,Family Genealogies,Baldwin,409471,
9225,002,Conrad - Tatnall Genealogy,Ball,409469,
9225,001,Family Genealogies,"Banning, Lowber",409471,
9225,003,Caleb McGee Genealogy,"Barber, Barbour",409484,
9225,006,George Caley Genealogical Research Files,"Barcus, William",514563,
9225,002,Conrad - Tatnall Genealogy,Barker,409469,
9225,006,George Caley Genealogical Research Files,Barnes,514563,
9225,006,George Caley Genealogical Research Files,Barnes - Heavelo,514563,
9225,006,George Caley Genealogical Research Files,"Barr, Rosa and Lee",514563,
9225,006,George Caley Genealogical Research Files,"Barren Island (ME Church Records) Dorchester Co, MD",514563,
9225,002,Conrad - Tatnall Genealogy,Bassett,409469,
9225,002,Conrad - Tatnall Genealogy,Bayard,409469,
9225,002,Conrad - Tatnall Genealogy,"Bayley, Bailey",409469,
9225,001,Family Genealogies,Baylis,409471,
9225,006,George Caley Genealogical Research Files,Baynard,514563,
9225,006,George Caley Genealogical Research Files,Baynard House,514563,
9225,006,George Caley Genealogical Research Files,"Bayne, Nathaniel",514563,
9225,006,George Caley Genealogical Research Files,"Beach, Harry",514563,
9225,001,Family Genealogies,Bean,409471,
9225,006,George Caley Genealogical Research Files,Bear,514563,
9225,006,George Caley Genealogical Research Files,Bear Branch on Duck Creek,514563,
9225,006,George Caley Genealogical Research Files,Beaston,514563,
9225,006,George Caley Genealogical Research Files,Beauchamp,514563,2 folders
9225,006,George Caley Genealogical Research Files,"Beck, Edward, John",514563,
9225,006,George Caley Genealogical Research Files,"Beck, William - Ford, Mary",514563,
9225,006,George Caley Genealogical Research Files,Bedwell - Archer,514563,
9225,002,Conrad - Tatnall Genealogy,Bell,409469,
9225,006,George Caley Genealogical Research Files,Bell - Hoffecker,514563,
9225,006,George Caley Genealogical Research Files,"Bell, Henry and Martha",514563,
9225,006,George Caley Genealogical Research Files,"Bender, Isaac",514563,
9225,006,George Caley Genealogical Research Files,"Benjamin, Fannie Ann - Anderson, John Burke",514563,
9225,006,George Caley Genealogical Research Files,Benn - Jackson - Wilson - Scout,514563,
9225,001,Family Genealogies,Bennett,409471,
9225,001,Family Genealogies,Bennum,409471,
9225,006,George Caley Genealogical Research Files,Benson,514563,
9225,006,George Caley Genealogical Research Files,Benson,514564,7 folders
9225,006,George Caley Genealogical Research Files,"Benson, George",514564,
9225,006,George Caley Genealogical Research Files,"Benson, Zacheus",514564,
9225,001,Family Genealogies,Berry,409471,
9225,006,George Caley Genealogical Research Files,"Berry, Morris",514564,
9225,006,George Caley Genealogical Research Files,Bethards,514564,
9225,006,George Caley Genealogical Research Files,Betts,514564,
9225,006,George Caley Genealogical Research Files,Bevan,514564,
9225,006,George Caley Genealogical Research Files,"Bevans, Rowland",514564,
9225,001,Family Genealogies,Bickling,409471,
9225,006,George Caley Genealogical Research Files,Biddle,514565,
9225,006,George Caley Genealogical Research Files,Birch - Wilson,514565,
9225,001,Family Genealogies,Bird,409471,
9225,001,Family Genealogies,Bishop,409471,
9225,006,George Caley Genealogical Research Files,Black Education in Delaware,514565,
9225,002,Conrad - Tatnall Genealogy,Blackiston,409469,
9225,006,George Caley Genealogical Research Files,Blackiston,514565,
9225,001,Family Genealogies,Blackiston and Cummins,409471,
9225,006,George Caley Genealogical Research Files,Blackiston's Church Records - ME,514565,
9225,001,Family Genealogies,Blendt,409471,
9225,001,Family Genealogies,Blizzard,409471,
9225,001,Family Genealogies,"Blocksom, Blockson, Bloxam, Bloxham",405086,6 folders
9225,002,Conrad - Tatnall Genealogy,"Blocksom, Jones",409469,
9225,001,Family Genealogies,"Blocksom, Vaughan",472224,
9225,006,George Caley Genealogical Research Files,"Boggs, Leipsic, Delaware",514565,
9225,006,George Caley Genealogical Research Files,Bonwill - Grier,514565,
9225,006,George Caley Genealogical Research Files,Boone,514565,
9225,006,George Caley Genealogical Research Files,Booth,514565,
9225,001,Family Genealogies,Boulden,472224,
9225,006,George Caley Genealogical Research Files,Boulden's Chapel,514565,
9225,001,Family Genealogies,Bowdle,472224,
9225,001,Family Genealogies,Bowman,472224,
9225,006,George Caley Genealogical Research Files,Boynton,514565,
9225,001,Family Genealogies,"Boys, Boyce",472224,
9225,005,Janice Carper Genealogy,Bradford,510548,
9225,001,Family Genealogies,Bradford,472224,
9225,006,George Caley Genealogical Research Files,"Bradford, Samuel",514565,
9225,006,George Caley Genealogical Research Files,"Bramble, Graham",514565,
9225,006,George Caley Genealogical Research Files,"Bramble, Mealy",514565,
9225,001,Family Genealogies,Brannock,472224,
9225,006,George Caley Genealogical Research Files,Bratton,514565,
9225,001,Family Genealogies,"Brinkle, oversize",472719,L3 03124
9225,006,George Caley Genealogical Research Files,Brinton - Westervelt,514565,
9225,001,Family Genealogies,"Bromley, Sipple, oversize",472719,L3 03124
9225,001,Family Genealogies,Brown,472224,
9225,006,George Caley Genealogical Research Files,Brown,514565,
9225,002,Conrad - Tatnall Genealogy,Brown,409469,
9225,006,George Caley Genealogical Research Files,Brown - McNatt Families,514565,
9225,006,George Caley Genealogical Research Files,"Brown, Solomon",514565,
9225,006,George Caley Genealogical Research Files,"Brown, Tilghmon",514565,
9225,001,Family Genealogies,"Brown.  ""Ancestors of Barbara Jane Brown""",472224,
9225,001,Family Genealogies,Bryan,472224,
9225,006,George Caley Genealogical Research Files,Bryn Zion Baptist Church,514565,
9225,006,George Caley Genealogical Research Files,"Buchanan, Lewis Thomas",514565,
9225,002,Conrad - Tatnall Genealogy,Buckley,409469,
9225,002,Conrad - Tatnall Genealogy,Bunker,409469,
9225,006,George Caley Genealogical Research Files,Bunting,514565,
9225,006,George Caley Genealogical Research Files,"Burbage, Edward",514565,
9225,001,Family Genealogies,Burgess,472224,
9225,006,George Caley Genealogical Research Files,Burrows (Burrough),514565,
9225,001,Family Genealogies,Burton,472224,
9225,000,McCurdy Genealogy,Burton Family,409485,Newspaper Clippings
9225,000,McCurdy Genealogy,Burton Family,409485,2 folders
9225,001,Family Genealogies,"Burton, John",472224,
9225,000,McCurdy Genealogy,"Burton, Mary graduation",409485,West Chester Republican
9225,001,Family Genealogies,"Byrne, Byrnes",472224,
9225,001,Family Genealogies,"Cabell, Blockson",405086,
9225,006,George Caley Genealogical Research Files,Cael,514565,
9225,006,George Caley Genealogical Research Files,"Cahall, Solomon and his descendents",514565,
9225,006,George Caley Genealogical Research Files,Cahoon,514566,9 folders
9225,006,George Caley Genealogical Research Files,"Cahoon (Benson, Ricketts, Brown, Cotton, Jones",514566,2 folders
9225,006,George Caley Genealogical Research Files,"Cahoon (Benson, Ricketts, Brown,Nelson, Cotton, Jones",514565,2 folders
9225,006,George Caley Genealogical Research Files,"Cahoon (Benson, Ricketts, Browns, Nelsons, Cottons)",514566,2 folders
9225,006,George Caley Genealogical Research Files,"Cahoon (Bensons, Ricketts, Browns Nelsons, Cottons)",514567,6 folders
9225,006,George Caley Genealogical Research Files,Cahoon (Brown - Nelson - Cotton - Jones - Benson,514565,
9225,006,George Caley Genealogical Research Files,Cahoons (no Delaware),514567,2 folders
9225,001,Family Genealogies,Caldwell,472224,
9225,002,Conrad - Tatnall Genealogy,Caldwell,409469,
9225,001,Family Genealogies,Callaway,472224,
9225,006,George Caley Genealogical Research Files,"Callaway, James Ernest Joseph, Ella",514567,
9225,001,Family Genealogies,"Campbell, John",472224,
9225,001,Family Genealogies,"Campbell, McCabe, Hudson, Long",472224,
9225,006,George Caley Genealogical Research Files,"Cann, Benjamin",514567,
9225,006,George Caley Genealogical Research Files,"Cannon -  Newton, James",514567,
9225,006,George Caley Genealogical Research Files,"Cannon, Isaac - Thomas, Nancy -parents of Clements",514567,
9225,006,George Caley Genealogical Research Files,"Cannon,Clement",514567,
9225,001,Family Genealogies,Cardeen,472224,
9225,001,Family Genealogies,Carey,472224,2 folders
9225,001,Family Genealogies,"Carey, John",472224,
9225,006,George Caley Genealogical Research Files,"Carey, John P. - Keiser, Catharine Elizabeth",514567,
9225,006,George Caley Genealogical Research Files,"Carey, William C. (Sussex Co.)",514567,
9225,001,Family Genealogies,Carlisle,472224,
9225,006,George Caley Genealogical Research Files,Carlisle - Pemberton,514567,
9225,006,George Caley Genealogical Research Files,"Carlisle, Zacharia(h) (Zechariah)",514567,
9225,001,Family Genealogies,Carmine,472224,
9225,006,George Caley Genealogical Research Files,Carr Family - anyone living in Smyrna in 1968,514567,
9225,006,George Caley Genealogical Research Files,"Carr, Susan - Recognizance Docket, Georgetown 1912",514567,
9225,005,Janice Carper Genealogy,Carrow - Bird,510548,
9225,001,Family Genealogies,"Carswell, Addands",472224,
9225,002,Conrad - Tatnall Genealogy,Carter,409469,
9225,002,Conrad - Tatnall Genealogy,"Cary, Wilson, Rickards",409469,
9225,001,Family Genealogies,"Case, Barton, Harris, Stack, Ross, and Meloney",409474,
9225,006,George Caley Genealogical Research Files,"Case, Charles d 1906",514567,
9225,006,George Caley Genealogical Research Files,"Casperson, William",514567,
9225,005,Janice Carper Genealogy,Cass - Robinson,510548,
9225,006,George Caley Genealogical Research Files,Caton in New York related to Caton in Delaware?,514567,
9225,006,George Caley Genealogical Research Files,"Caulk, Lambeth - Sussex Couty, 178t & others",514567,
9225,006,George Caley Genealogical Research Files,Caulk; Cork; Cook,514567,
9225,006,George Caley Genealogical Research Files,"Cavender, John A. - Frances A. R. - buried in Glennwood - Voshell, Mary E - buried",514567,
9225,006,George Caley Genealogical Research Files,"Cavender, Robert - Sarah, his wife",514567,
9225,006,George Caley Genealogical Research Files,"Cecil County, MD, Genealogical Society",514567,
9225,006,George Caley Genealogical Research Files,"Chance, Emmanuel - Murphy, Comfort",514567,
9225,002,Conrad - Tatnall Genealogy,Chandlee,409469,
9225,001,Family Genealogies,Chandler,409474,
9225,001,Family Genealogies,"Chatham, Comegys",409474,
9225,006,George Caley Genealogical Research Files,"Cheffins, James",514567,
9225,006,George Caley Genealogical Research Files,"Chesser, Henry Thomas - Family of",514567,
9225,006,George Caley Genealogical Research Files,Chicken Family of Duck Creek - buried in Quaker Cemetery,514567,
9225,001,Family Genealogies,Chipman,409474,
9225,006,George Caley Genealogical Research Files,"Chipman, Mary - Shields, John",514567,
9225,006,George Caley Genealogical Research Files,"Chipman, Perez (Paris) Senior",514567,
9225,006,George Caley Genealogical Research Files,Civil War Study,514567,
9225,006,George Caley Genealogical Research Files,Clampit(t),514568,
9225,006,George Caley Genealogical Research Files,Clark,514568,
9225,001,Family Genealogies,Clark,409474,
9225,001,Family Genealogies,Clayton,409474,
9225,002,Conrad - Tatnall Genealogy,Clayton,409469,
9225,006,George Caley Genealogical Research Files,Clayton RR Station Postcards,514568,
9225,001,Family Genealogies,"Clayton, McComb",409474,
9225,006,George Caley Genealogical Research Files,Cleaver,514568,
9225,001,Family Genealogies,"Cleaver,Hardesty",409474,2 folders
9225,006,George Caley Genealogical Research Files,Clemens,514568,
9225,001,Family Genealogies,Clements,409474,2 folders
9225,001,Family Genealogies,Clifton,409474,
9225,006,George Caley Genealogical Research Files,Clifton,514568,
9225,006,George Caley Genealogical Research Files,Cloud,514568,
9225,006,George Caley Genealogical Research Files,Clough,514568,
9225,001,Family Genealogies,Clowes,409474,2 folders
9225,006,George Caley Genealogical Research Files,Clymer,514568,
9225,006,George Caley Genealogical Research Files,"Cochran, McColley, Potter, Sutherland",514568,
9225,006,George Caley Genealogical Research Files,Coffin/Coffan,514568,
9225,006,George Caley Genealogical Research Files,Cole,514568,
9225,006,George Caley Genealogical Research Files,Coley,514568,
9225,004,"Rash, Hoffecker, Thomas, and Related Families",Collection Background,409490,
9225,006,George Caley Genealogical Research Files,Collins,514568,
9225,001,Family Genealogies,Collins,409475,4 folders
9225,006,George Caley Genealogical Research Files,Collins (Governor Thomas Collins),514568,
9225,006,George Caley Genealogical Research Files,Collins (Sussex County),514568,
9225,006,George Caley Genealogical Research Files,Comegys,514568,
9225,001,Family Genealogies,Comegys,409475,
9225,001,Family Genealogies,"Connell, Faber, Heckrotte",409475,
9225,006,George Caley Genealogical Research Files,"Conner - Connor, Tombleson (Tomlison), Elizabeth Van Zandr, Mary",514568,
9225,006,George Caley Genealogical Research Files,"Conner, John A. - Alee descendent",514568,2 folders
9225,006,George Caley Genealogical Research Files,"Conner, Patrick - Alee descendent",514568,3 folders
9225,006,George Caley Genealogical Research Files,Conners ( Mdrklhd 1800's issue fo Dennis),514568,2 folders
9225,002,Conrad - Tatnall Genealogy,Conrad,409469,
9225,002,Conrad - Tatnall Genealogy,"Conrad, H.C",409469,Correspondence re History of Delaware
9225,006,George Caley Genealogical Research Files,Cookson,514569,
9225,006,George Caley Genealogical Research Files,Coombe,514569,3 folders
9225,006,George Caley Genealogical Research Files,Coombe and related families,514569,3 folders
9225,006,George Caley Genealogical Research Files,Cooper,514569,
9225,001,Family Genealogies,Cooper,409475,
9225,001,Family Genealogies,"Cooper, Sherwood, Hall, Lowber, Broadway, Berry",409475,
9225,001,Family Genealogies,"Cooper, Sherwood, Hall, Moor",409475,
9225,001,Family Genealogies,"Cope, Addenda",409475,
9225,000,McCurdy Genealogy,Correspondence- Genealogy,409486,1967-1985
9225,006,George Caley Genealogical Research Files,Cosden,514569,
9225,001,Family Genealogies,Coulbourn,409475,
9225,006,George Caley Genealogical Research Files,"Counsellor, Councilor (Conselor)",514569,
9225,006,George Caley Genealogical Research Files,"Covell/Covill, Eldridge",514569,
9225,006,George Caley Genealogical Research Files,Covington,514569,
9225,006,George Caley Genealogical Research Files,Cowgill Reunion,514569,
9225,001,Family Genealogies,"Cowgill, Croasdale, Hathornthwaite",409475,
9225,002,Conrad - Tatnall Genealogy,"Cranor, Morris",409469,
9225,002,Conrad - Tatnall Genealogy,"Craven, Vandegrift",409469,
9225,001,Family Genealogies,Crawford,409475,
9225,006,George Caley Genealogical Research Files,Crawford,514569,
9225,006,George Caley Genealogical Research Files,Creamer,514569,
9225,006,George Caley Genealogical Research Files,Creed,514569,
9225,006,George Caley Genealogical Research Files,Crockett,514569,2 folders
9225,006,George Caley Genealogical Research Files,"Crouch, Dulaney",514569,
9225,006,George Caley Genealogical Research Files,Crow,514569,
9225,006,George Caley Genealogical Research Files,Crowers,514569,
9225,001,Family Genealogies,Crowne,409475,
9225,006,George Caley Genealogical Research Files,"Culbreth, Sudler, Black, Price",514570,2 folders
9225,006,George Caley Genealogical Research Files,"Culbreth, Thompson, Price, Black, Sudler",514569,2 folders
9225,001,Family Genealogies,Cummins,409474,
9225,006,George Caley Genealogical Research Files,Cummins,514570,2 folders
9225,006,George Caley Genealogical Research Files,"Cunningham, Scull",514570,
9225,000,McCurdy Genealogy,Curtis,409485,Family Bible
9225,001,Family Genealogies,Curtis,409475,
9225,001,Family Genealogies,"Daisey, Dazey",409475,
9225,006,George Caley Genealogical Research Files,"Danger, Edward",514570,
9225,000,McCurdy Genealogy,Darlington Seminary,409486,"West Chester Republican June 17,1890"
9225,006,George Caley Genealogical Research Files,David,514570,
9225,001,Family Genealogies,Davis,409475,2 folders
9225,000,McCurdy Genealogy,Davis,409487,
9225,006,George Caley Genealogical Research Files,Davis,514570,
9225,001,Family Genealogies,Davis,472719,
9225,001,Family Genealogies,Davis,472722,
9225,001,Family Genealogies,"Davis, Draper",472720,
9225,001,Family Genealogies,"Davis, Draper, Holland, Sipple",472723,
9225,006,George Caley Genealogical Research Files,"Davis, Henry Isaac - Smith, James, Blair",514570,
9225,006,George Caley Genealogical Research Files,"Davis, Isaac (Judge)",514570,
9225,006,George Caley Genealogical Research Files,"Davis, Joshua - Turner",514570,
9225,001,Family Genealogies,"Davis, Layton, Stewart",409475,
9225,006,George Caley Genealogical Research Files,"Davis, Samuel Parker",514570,
9225,006,George Caley Genealogical Research Files,Dawson,514570,
9225,001,Family Genealogies,Day,472719,
9225,001,Family Genealogies,Day,409475,
9225,002,Conrad - Tatnall Genealogy,De Vou,409470,
9225,006,George Caley Genealogical Research Files,Deakyne,514570,
9225,006,George Caley Genealogical Research Files,Dean,514570,
9225,006,George Caley Genealogical Research Files,Decatur,514570,
9225,001,Family Genealogies,Delancy,409475,
9225,001,Family Genealogies,Delaplaine,409475,2 folders
9225,004,"Rash, Hoffecker, Thomas, and Related Families",Delaware Census,409490,2 folders
9225,004,"Rash, Hoffecker, Thomas, and Related Families",Delaware Clippings and Rash,409490,2 folders
9225,006,George Caley Genealogical Research Files,Delaware History,514570,2 folders
9225,006,George Caley Genealogical Research Files,Delaware Marriage Index,514570,
9225,006,George Caley Genealogical Research Files,Denney,514570,
9225,006,George Caley Genealogical Research Files,"Denney (Denny), Philip",514570,2 folders
9225,006,George Caley Genealogical Research Files,"Denney (Denny), Robert",514570,
9225,001,Family Genealogies,Deputy,409475,3 folders
9225,000,McCurdy Genealogy,Derrickson,409487,
9225,001,Family Genealogies,Derrickson,409475,
9225,000,McCurdy Genealogy,Derrickson,409485,
9225,002,Conrad - Tatnall Genealogy,Deweese,409470,
9225,006,George Caley Genealogical Research Files,Dewess,514570,
9225,006,George Caley Genealogical Research Files,Dick,514570,
9225,001,Family Genealogies,Dickerson,509451,
9225,006,George Caley Genealogical Research Files,Dickinson,514571,
9225,001,Family Genealogies,Dickinson,409475,
9225,001,Family Genealogies,Dickinson,472719,
9225,006,George Caley Genealogical Research Files,Dickinson (material),514570,
9225,006,George Caley Genealogical Research Files,Dill,514571,
9225,001,Family Genealogies,Dill,409475,
9225,001,Family Genealogies,Dirickson,409475,
9225,006,George Caley Genealogical Research Files,Dodd,514571,
9225,006,George Caley Genealogical Research Files,Dodson,514571,
9225,006,George Caley Genealogical Research Files,Donoho,514571,
9225,001,Family Genealogies,Donovan,409475,
9225,006,George Caley Genealogical Research Files,Dorchester,514571,
9225,001,Family Genealogies,Drapers,409476,
9225,001,Family Genealogies,du Pont,409476,
9225,001,Family Genealogies,Du Val,409476,
9225,006,George Caley Genealogical Research Files,Duck Creek Information,514571,
9225,006,George Caley Genealogical Research Files,Dulin,514571,
9225,006,George Caley Genealogical Research Files,Dunwiddle,514571,
9225,002,Conrad - Tatnall Genealogy,DuPont,409470,
9225,006,George Caley Genealogical Research Files,Durham,514571,
9225,000,McCurdy Genealogy,Durham,409485,
9225,001,Family Genealogies,DuVall,409476,
9225,006,George Caley Genealogical Research Files,Edge,514571,
9225,006,George Caley Genealogical Research Files,Eisenbrey,514571,
9225,006,George Caley Genealogical Research Files,Elcock,514571,
